company,label,address,lat,lng
https://collection.rcgs.jp/resource/AGENT0003002,"DC Comics, Inc.. 1934-","Burbank, CA, United States",34.180839,-118.308966
https://collection.rcgs.jp/resource/AGENT0004090,High Impact Games. 2003-,アメリカ合衆国 カリフォルニア州 バーバンク,34.180839,-118.308966
https://collection.rcgs.jp/resource/AGENT0000132,インソムニアックゲームズ. 1994-,"2255 N Ontario St. Suite 550, Burbank, California, United States",34.193064,-118.344852
https://collection.rcgs.jp/resource/AGENT0001002,"Kush Games, Inc.. 2002-2007","Camarillo, California, U.S.",34.216394,-119.037602
https://collection.rcgs.jp/resource/AGENT0001043,Zindagi Games. 2007-2016,"Camarillo, California, US",34.216394,-119.037602
https://collection.rcgs.jp/resource/AGENT0001658,コトブキソリューション. 2004-,広島県呉市中通2丁目6番6号寿工業ビル ,34.244208,132.564441
https://collection.rcgs.jp/resource/AGENT0001848,コトブキシステム株式会社. 1984-,広島県呉市中通2丁目1番26号,34.244295,132.562982
https://collection.rcgs.jp/resource/AGENT0004141,Left Field Productions . 1994-,"Ventura, CA, United States",34.280492,-119.29452
https://collection.rcgs.jp/resource/AGENT0004138,Mass Media Games. 1980-,"Moorpark, California",34.285558,-118.882041
https://collection.rcgs.jp/resource/AGENT0006409,ブルート. 1988-1993,広島県広島市佐伯区楽々園4-3-22,34.363463,132.350313
https://collection.rcgs.jp/resource/AGENT0001750,ヨットクラブゲームズ. 2011-,アメリカ合衆国 カリフォルニア州 サンタ・クラリタ バレンシア,34.419837,-118.562701
https://collection.rcgs.jp/resource/AGENT0000878,大創産業. 1977-,広島県東広島市西条吉行東1-4-14,34.43334,132.762213
https://collection.rcgs.jp/resource/AGENT0001529,WayForward Technologies Inc.. 1990-,"28738 The Old Road Valencia, CA 91355",34.441367,-118.603414
https://collection.rcgs.jp/resource/AGENT0002325,ルートツー,広島市佐伯区,34.46758,132.255969
https://collection.rcgs.jp/resource/AGENT0002837,TimePoint,大阪府堺市日置荘西町21-3 ヨシワビル3F,34.539918,135.528735
